pk_product,fk_category,name_length,description_length,imgs_qty,last_updated
f102842fbe436027eeeb7fc76d3063aa,1,59,434,3,2025-03-21 14:58:29
1dcd65bb5dd967d7b4c6b0223cefb838,1,0,0,0,2025-03-21 14:58:29
464383c22e65860826cf78650fe0f4e4,1,49,781,5,2025-03-21 14:58:29
671446e8e3aa3df1eca47b6c354a2921,1,0,0,0,2025-03-21 14:58:29
f0ea71b6e2ab4cb3bd8f5ba522a25a56,1,0,0,0,2025-03-21 14:58:29
fedccbd5e370e8ddb7aae6fb4cb70347,1,0,0,0,2025-03-21 14:58:29
aff4c4ee166f76b66595e0bcfb983d5b,1,49,472,1,2025-03-21 14:58:29
212cc0fa7359ab242a697a03a574f719,1,0,0,0,2025-03-21 14:58:29
233ad2cdae25fbf46f0d090b678d23f4,1,53,213,3,2025-03-21 14:58:29
6b7879a37ac2dbe5289a16706e859870,1,0,0,0,2025-03-21 14:58:29
44e8945e17aef03daaecbc4bbab7f730,1,0,0,0,2025-03-21 14:58:29
3abf2d4698bf245577543ea01d9c7f16,1,0,0,0,2025-03-21 14:58:29
ca26080d8f0fa848c329fe732f5e34e8,1,0,0,0,2025-03-21 14:58:29
1a2ece70966710dec441aa587993b5b4,1,0,0,0,2025-03-21 14:58:29
5f4bceafafc1903556735cb7f2842e78,1,0,0,0,2025-03-21 14:58:29
75f3ef6a5cb0f2d5aeef15925f0ccf69,1,50,429,4,2025-03-21 14:58:29
c2df3d01bc5d236c85400b0d432bf97b,1,15,728,1,2025-03-21 14:58:29
b61d1388a17e3f547d2bc218df02335b,1,0,0,0,2025-03-21 14:58:29
c828d9e817355cc55ab8a449b2299f25,1,48,691,2,2025-03-21 14:58:29
b9adb2d8377c195da59e75743dbb7133,1,0,0,0,2025-03-21 14:58:29
ceeba7d5636e59173cc5f484e913db3d,1,0,0,0,2025-03-21 14:58:29
be19e1611a6015a66266d199ff3ccce0,1,38,456,1,2025-03-21 14:58:29
7ce49c8945602088c4c4ca3e0ceb8244,1,0,0,0,2025-03-21 14:58:29
b76d57984db550fe9e6f3ad3467e3025,1,63,1498,4,2025-03-21 14:58:29
0533c5ec3a042521493cfb6e12d6befd,1,0,0,0,2025-03-21 14:58:29
9f69acd4da62618a3f6365b732d00ccd,1,0,0,0,2025-03-21 14:58:29
19f3b74026e6ec6c83fc25e21baf454e,1,0,0,0,2025-03-21 14:58:29
ace77a1ab97b16e1947ee74c5f2d8c64,1,50,312,9,2025-03-21 14:58:29
0fa699aaa0a38aa5d1de8e7fe04d2204,1,0,0,0,2025-03-21 14:58:29
0c5bb07e9638a9c1f2616db08eb0318f,1,27,462,1,2025-03-21 14:58:29
94c07760f470ab9997f27d0129682eb3,1,0,0,0,2025-03-21 14:58:29
794c86fac605d182da0e2e7965c047f6,1,23,1537,1,2025-03-21 14:58:29
3f6f946481fd39f4eda986012f6e0447,1,0,0,0,2025-03-21 14:58:29
3bb8427f7700385308f42cfcf4c8d10d,1,58,1388,2,2025-03-21 14:58:29
a9d8f831888820cd641dcd5ca9fea4e8,1,0,0,0,2025-03-21 14:58:29
48270bcc7097939dcf14a537d7128054,1,0,0,0,2025-03-21 14:58:29
b5778c55de68777a0a3565e03b2e2817,1,0,0,0,2025-03-21 14:58:29
a9c07eb189dfb45ac5652b6a82f7b008,3,34,518,1,2025-03-21 14:58:29
431dc11c26a67c6a49e81cee84f35b28,1,47,1338,2,2025-03-21 14:58:29
51fe26bc4bb0f89f07096d8c96b35476,1,0,0,0,2025-03-21 14:58:29
9ce62e73b4ea1a6c74b68ba57aa1333b,1,0,0,0,2025-03-21 14:58:29
fbd2a9aa1f115244e2ce115ad8eacfca,1,0,0,0,2025-03-21 14:58:29
c8fac97dc76c4867dbe264c28b31fafe,1,62,602,1,2025-03-21 14:58:29
ab1741a86f20ab3aca7dd2c347d5a9e3,1,0,0,0,2025-03-21 14:58:29
fa7fc74ae3858461908b3503b355fd5e,1,0,0,0,2025-03-21 14:58:29
74abe2be0a975b4af328f6e69f8a5ea1,1,27,205,3,2025-03-21 14:58:29
eee9f2330ff9789be1480d98f060a7ae,1,30,288,1,2025-03-21 14:58:29
014fcf6bd5cd4c7ee29fb3bb618c445e,1,0,0,0,2025-03-21 14:58:29
be59f0b9bd1d08d096188f98168fc987,1,0,0,0,2025-03-21 14:58:29
9f6e8441548dd40516cdb98f1b29c3d5,1,0,0,0,2025-03-21 14:58:29
cf1d8e226162a1d0ad61f29b7ed72d82,1,53,1377,2,2025-03-21 14:58:29
d73f1e4ad0322d8442fc9591505381aa,1,0,0,0,2025-03-21 14:58:29
0105b5323d24fc655f73052694dbbb3a,1,59,621,4,2025-03-21 14:58:29
36b5bbad82f37ff2276398395227af7d,1,16,726,1,2025-03-21 14:58:29
b17a4e7b997ea645dd323bb1bed802ac,1,0,0,0,2025-03-21 14:58:29
10b930e4c15b5f8e6b7c8c7e17ac776b,1,37,360,2,2025-03-21 14:58:29
726838a1b5bdf32e2fc8010f0807bd46,1,19,767,1,2025-03-21 14:58:29
8d39a63db6a98e40571f486e0c711cf7,1,0,0,0,2025-03-21 14:58:29
7a3d2e33323f0341eaecc6154c003ac0,1,31,241,1,2025-03-21 14:58:29
1a1dba78177cbabf00a2e1eab46e62b6,1,0,0,0,2025-03-21 14:58:29
3846c262ddb08db0ea2cc1a1685590ff,1,0,0,0,2025-03-21 14:58:29
ad59cb0673bceac69f32635f227b2ddb,1,35,382,1,2025-03-21 14:58:29
efcb9126521b2cad4902c2346168c65b,1,23,430,1,2025-03-21 14:58:29
b3f3d2afe706552a90fd99f870e4ddf5,1,0,0,0,2025-03-21 14:58:29
46670e03948d0e1c2273c88899f27cc7,1,48,1199,2,2025-03-21 14:58:29
3e6092cf0f56b9c78bcbd539157b9f70,1,0,0,0,2025-03-21 14:58:29
2cfec57b3d2ea171bceca7aef38d044a,1,37,199,1,2025-03-21 14:58:29
8d3367004d60f40855db4a5bbbabfdb6,1,0,0,0,2025-03-21 14:58:29
de6517dda8e49774f58c07f80abc8d7a,1,56,975,1,2025-03-21 14:58:29
09337f4d317bae01dfa96e6d368eafc4,1,0,0,0,2025-03-21 14:58:29
8d1cfc0463b545928bfb4e589e017bd4,1,55,1626,1,2025-03-21 14:58:29
645fd9f79f14fad6e8a79fbc94dae528,1,0,0,0,2025-03-21 14:58:29
39fda099b9edc21f85a80d14021579b5,1,0,0,0,2025-03-21 14:58:29
ac3bf6e6f3fc94d003fe0eaa8de7738d,1,39,129,1,2025-03-21 14:58:29
48ce12dd2efb6bb7f38a34eb4723c10e,1,37,726,2,2025-03-21 14:58:29
6ad6cc284cdcc1cdd2f06eef8d983913,1,0,0,0,2025-03-21 14:58:29
fe09eb5f7bfcb79d05df7c4e83ec204e,1,60,574,1,2025-03-21 14:58:29
e48cff5b3591c9466cd84fcea1f1b3e4,1,57,574,2,2025-03-21 14:58:29
bf96d813545699d736e9ce85dafe03f5,1,34,344,3,2025-03-21 14:58:29
86b4986bc313d65b0b5e46f5be8d11ce,1,31,2287,5,2025-03-21 14:58:29
40a1e3c65a0bcf6f4ebba840a8156ba2,1,0,0,0,2025-03-21 14:58:29
9e3f014cac929951c0297e591fbb234d,1,49,503,2,2025-03-21 14:58:29
0a70bfd7366ebae1c146277751691546,1,48,720,1,2025-03-21 14:58:29
a08ffa6ecdd0ab3c1f4fe348acc2553b,1,0,0,0,2025-03-21 14:58:29
8bf396e81a19dffbbae80100aa14aa0c,1,23,959,3,2025-03-21 14:58:29
6fe7ef5f743e7b92a2c74264f40d0437,1,0,0,0,2025-03-21 14:58:29
b607bf5bab84cb38111d2b6a10164385,1,0,0,0,2025-03-21 14:58:29
d1802b79d2e79841cc2cadedd8d4e6a3,1,0,0,0,2025-03-21 14:58:29
aaa391b7c35a628a6318851e8e933e0b,1,0,0,0,2025-03-21 14:58:29
10dfb99fdae9b721c39b7458564397f6,5,57,293,1,2025-03-21 14:58:29
afbfd6b7742d136c2264a48e60a3fad6,1,36,2217,1,2025-03-21 14:58:29
3d103df80d5d22d709244fe27bc29a8d,1,0,0,0,2025-03-21 14:58:29
73df0070248804951b5c6ba9537c6fc3,1,0,0,0,2025-03-21 14:58:29
fb09c649a144a9dfd4546612891e1f11,1,0,0,0,2025-03-21 14:58:29
c7858457bc43561ccb96aaa2932cb085,1,0,0,0,2025-03-21 14:58:29
e9cbc0910ab050cbd92fbeb051c270ea,1,0,0,0,2025-03-21 14:58:29
0502d1a36be75bd36b452f31c6ed264a,1,0,0,0,2025-03-21 14:58:29
bc0cf6f75f7db177ba3d47677f5e467f,1,0,0,0,2025-03-21 14:58:29
f9cba524b5d78761e38224422cc54272,7,51,1498,1,2025-03-21 14:58:29
94a6c010ef78e62cab34c6caf0a69b5f,1,51,113,1,2025-03-21 14:58:29
8229dca25207625966da8cffda27446c,1,0,0,0,2025-03-21 14:58:29
0a7a5763f6ee3b862ca27208f8fbbdb7,1,0,0,0,2025-03-21 14:58:29
d966205671b5b10dd91ce7a8abde38af,1,57,300,1,2025-03-21 14:58:29
d1ca3c14afb720b5b5c29b3853ea91d6,1,43,400,2,2025-03-21 14:58:29
060f71666a632ac169814c0f1d715571,1,60,2069,1,2025-03-21 14:58:29
eef398550dd9575d23eb2d8be74bd45a,1,0,0,0,2025-03-21 14:58:29
f15c46e2da924b1fc76fe638911262bc,1,49,1944,1,2025-03-21 14:58:29
a61e6f38c9e407c7d764ea09d34b0a76,1,0,0,0,2025-03-21 14:58:29
bf1ce2996ddec3052749c74b73b02b86,1,0,0,0,2025-03-21 14:58:29
b84c03edd6414193f906d543a479a0e6,1,39,1028,3,2025-03-21 14:58:29
52a5346c9dae9cd560b103875b94d123,1,0,0,0,2025-03-21 14:58:29
6edc9b56c4c39bdb01f497fa86554003,1,60,865,1,2025-03-21 14:58:29
72a137b85d5a1d82cde242493f118f43,1,55,411,3,2025-03-21 14:58:29
21e4321fa558327afe025bfb800a8bff,1,0,0,0,2025-03-21 14:58:29
e49a57a6afd465b7d3cd109daf09ca98,1,0,0,0,2025-03-21 14:58:29
a44f944687bbcf1d5e4f2af94a55dc05,12,63,1380,3,2025-03-21 14:58:29
322c315bc0661c64fdcab7a70dbc0354,1,60,578,4,2025-03-21 14:58:29
e64befe356dccc6ed0073c124147269f,1,0,0,0,2025-03-21 14:58:29
46ae1c0789fb281be43fdb50797c9f2e,1,48,236,1,2025-03-21 14:58:29
19a6ffd4e245a92747a693805163a60f,1,28,790,3,2025-03-21 14:58:29
b02a3f9824b29932f36a74d811f1b14c,1,0,0,0,2025-03-21 14:58:29
d64615580eb89e5d9a6ae0e37135a5fe,1,0,0,0,2025-03-21 14:58:29
bfb85a2851757334da980ac9893a6261,1,0,0,0,2025-03-21 14:58:29
60d1e2123927bc621354b0ab11cc8fd5,1,0,0,0,2025-03-21 14:58:29
73c5d3186138770b5ae53055adf10ad9,1,0,0,0,2025-03-21 14:58:29
cc137d09f2cf12a1a498c9775c966a09,1,17,440,5,2025-03-21 14:58:29
679804d4938f8bf53025298b725f2eb6,1,63,677,1,2025-03-21 14:58:29
a2d0e33d71561d8116565565a6f68578,1,0,0,0,2025-03-21 14:58:29
0ae10ca52e6cb8745e17c11e7c43907c,1,0,0,0,2025-03-21 14:58:29
1f5542855786adc0116f56cfd6f9f830,1,0,0,0,2025-03-21 14:58:29
05cf9ac595f28386ee763c98cbc2bad0,1,0,0,0,2025-03-21 14:58:29
6868e3f08c6acd37b48c785aedddfdb7,1,0,0,0,2025-03-21 14:58:29
86047e935e01608082bdae92e41a11db,1,0,0,0,2025-03-21 14:58:29
08a59a7c557b1b8d49e5029a337d83fd,1,0,0,0,2025-03-21 14:58:29
fbecfbe44e34c5291e5499870cd5db2e,1,20,43,2,2025-03-21 14:58:29
d6bcc9649c52a826c656563ffb87a036,1,0,0,0,2025-03-21 14:58:29
2f282449dadb2e59ff2afcde0bd9f393,1,0,0,0,2025-03-21 14:58:29
6abd84909e8ed79ef808c16f90b91093,2,56,389,1,2025-03-21 14:58:29
d7b39598905ba8e791fe3f1f376d59f9,1,0,0,0,2025-03-21 14:58:29
d8fc369e0b2d17b856119ff03276f198,1,32,265,1,2025-03-21 14:58:29
8b878f082e217c587ef3ad9431c6c762,1,58,1101,1,2025-03-21 14:58:29
353453049f39e1273c7e57d80bd4d55b,1,25,1100,4,2025-03-21 14:58:29
4ddaadd618ebc681d6730057c360ab8e,1,23,235,2,2025-03-21 14:58:29
76d58c2f53f7d340cb9fe2d8514e38ae,1,56,586,2,2025-03-21 14:58:29
519693b7e29749ed7b6ad60cb07b9400,1,0,0,0,2025-03-21 14:58:29
0ed27993e016d4546e2038bfd75b812c,1,0,0,0,2025-03-21 14:58:29
b3cf0a98f31b76ed0cec13d9c77102c4,1,26,1528,1,2025-03-21 14:58:29
4257f45f6ea58aa46885ed7ef723b6c0,1,0,0,0,2025-03-21 14:58:29
bb69b35babb38529a803d3f77d1e7454,1,0,0,0,2025-03-21 14:58:29
9f14f401fce2d9ddd450e7ce60cb7f5f,1,45,130,1,2025-03-21 14:58:29
242a6abd32d7630b48ef5c0a1bf527eb,1,0,0,0,2025-03-21 14:58:29
4fb3bad6b502eaca3b6d7d87bc1613a4,1,55,191,1,2025-03-21 14:58:29
45a15b38cc3c0514717a1de673c6193c,1,0,0,0,2025-03-21 14:58:29
fcde1899043318107d8f0ae043f69bc3,1,0,0,0,2025-03-21 14:58:29
ed000a9f9f04376551e24de254464c9e,1,0,0,0,2025-03-21 14:58:29
dc9f66a56b89e4278d921898a861a29a,1,0,0,0,2025-03-21 14:58:29
7f2e92915d542ef574c7327977959a14,1,41,253,1,2025-03-21 14:58:29
6627f494b45486e462e2bb460fcb18e5,1,0,0,0,2025-03-21 14:58:29
f7436ea890d51031855ea79147b5aca9,1,43,299,1,2025-03-21 14:58:29
9df852a6c839bc3202227666d70c7cae,1,0,0,0,2025-03-21 14:58:29
1a0ef485e35802dd1d23ab5446cac458,1,56,1451,1,2025-03-21 14:58:29
d9894482fba41f536a273ba2276d951f,1,62,310,2,2025-03-21 14:58:29
74ba0cd1f694e0751c7240443e5a038b,1,0,0,0,2025-03-21 14:58:29
2b921487aa886033e98b636be91f01bb,1,40,786,1,2025-03-21 14:58:29
17b9f231d057710012fe28e5a1ac5186,1,0,0,0,2025-03-21 14:58:29
9b6459fd1853c7e4422ff0bdd8184cb3,1,0,0,0,2025-03-21 14:58:29
46255a421f244cd985f138a63d77d09c,1,0,0,0,2025-03-21 14:58:29
2e8fa5067f8b1912bd84598e3bb668a0,1,27,830,1,2025-03-21 14:58:29
f58e45b16a42a325c144eb2c46a2bc57,1,0,0,0,2025-03-21 14:58:29
71225f49be70df4297892f6a5fa62171,1,0,0,0,2025-03-21 14:58:29
62fde58e97724f8b7519f3789eefa33f,1,0,0,0,2025-03-21 14:58:29
cb3837fe99e4b92c4082faf8fb6f75ba,1,60,1302,4,2025-03-21 14:58:29
dd3575a8c5e2139f680a9816a15c8f2a,1,38,919,3,2025-03-21 14:58:29
db1d1a4569fdbae28a0d3340d907f7af,1,0,0,0,2025-03-21 14:58:29
194163a8a65a48a8c95623c399a9d4a7,1,0,0,0,2025-03-21 14:58:29
cae7a908351ea0b7acb0086a51f6f565,1,0,0,0,2025-03-21 14:58:29
73bcea4312cb31d72bffc6562f7f7c71,1,55,468,2,2025-03-21 14:58:29
31dbb0d1815bdc83c93f4b3472fa7c4d,1,0,0,0,2025-03-21 14:58:29
f6496641c1737293bf3afc7732942d06,1,56,236,3,2025-03-21 14:58:29
fe31b2791161c24e921f90788d443e1c,1,60,2462,5,2025-03-21 14:58:29
6d0af4d8b482cc38d72acafc37bdd8f1,1,0,0,0,2025-03-21 14:58:29
0a790f2710eab03be4f7793583779874,1,56,555,2,2025-03-21 14:58:29
d581c7d5e149f946aa7e05b8e13e6efb,1,27,268,3,2025-03-21 14:58:29
69b1e7f2c5c9a2e61ed7d9dd4d269188,1,55,963,6,2025-03-21 14:58:29
6fd83eb3e0799b775e4f946bd66657c0,1,52,280,1,2025-03-21 14:58:29
0103863bf3441460142ec23c74388e4c,1,0,0,0,2025-03-21 14:58:29
3215010238fcd9cab6ba7d2b81a6973d,1,63,937,2,2025-03-21 14:58:29
4afc77312aa956b54d72a22c7170157e,1,51,888,1,2025-03-21 14:58:29
7e005c651eec410691559257f9ef8f64,1,0,0,0,2025-03-21 14:58:29
15f773b4fea5b2ab681b02620b0c3a95,1,0,0,0,2025-03-21 14:58:29
b01cedfa96d891427058852f0625e9ee,1,0,0,0,2025-03-21 14:58:29
799710ec16ede0ad489ed63ae8b2766c,1,55,135,1,2025-03-21 14:58:29
9d09d82a6838777302175f209dcfc4ec,1,0,0,0,2025-03-21 14:58:29
0082684bb4a60a862baaf7a60a5845ed,1,0,0,0,2025-03-21 14:58:29
4f0aa1e91719362daf498003e6ad4177,1,0,0,0,2025-03-21 14:58:29
3373d1ed7bf5f3187f110c0e9e40a02b,1,0,0,0,2025-03-21 14:58:29
b20dff2518b593f3092fb7b3ba13588e,1,0,0,0,2025-03-21 14:58:29
a18c130946b89ab774bc5948fe71e2a5,1,53,520,6,2025-03-21 14:58:29
1b3c5b1455f3e42d831fb778055c9e45,1,52,1916,5,2025-03-21 14:58:29
cf1c83c0097bce11c715b94f292769b5,1,0,0,0,2025-03-21 14:58:29
7cd368b177f37a01149c959266701c1f,8,53,1227,1,2025-03-21 14:58:29
8c7274c4e638e7f229007fe28aafc741,1,0,0,0,2025-03-21 14:58:29
a8e59319e3c44b5af3a5412d713af5bb,1,0,0,0,2025-03-21 14:58:29
77049be2845b00694201083dce7e1f2b,1,56,817,3,2025-03-21 14:58:29
6211cde2a8e52071bbb756f59569701b,1,63,71,3,2025-03-21 14:58:29
0b2f52bff0f8a4536a315bbdc34d8398,1,0,0,0,2025-03-21 14:58:29
47cad419b0ad5dc9d2305bf795c3c16f,4,58,370,1,2025-03-21 14:58:29
7151ca87e2fbec19cf45133a12e818c4,1,43,1330,2,2025-03-21 14:58:29
ac11beeebaf7911a13f63d7d6cb89d46,1,44,648,1,2025-03-21 14:58:29
19bdfd05824c29bf495c9f5408c26635,1,0,0,0,2025-03-21 14:58:29
52f5d8b502df3f20b2aa6370d2cedd52,1,36,1485,5,2025-03-21 14:58:29
c321936f167cdd14866ac591eea36f38,1,0,0,0,2025-03-21 14:58:29
1fde73e6b6d28627ff16e222b0044b10,1,0,0,0,2025-03-21 14:58:29
00d62b338366db4c4aec8547ea8f928e,1,0,0,0,2025-03-21 14:58:29
99c803fd17abc7a255efe370d53744e3,1,58,71,1,2025-03-21 14:58:29
9fcc521cfe8074cbd26206bcb2e92f55,1,53,718,4,2025-03-21 14:58:29
9cafcacd991a72be85d1970013b8204e,10,37,517,3,2025-03-21 14:58:29
9ec7999e5c743b8248b0e41e5cc4f47f,1,35,1186,5,2025-03-21 14:58:29
12ad6d9a5da40908f6741145e1a93443,1,0,0,0,2025-03-21 14:58:29
14086fd4907ab4135efce70c2cd3c013,1,0,0,0,2025-03-21 14:58:29
86b8032cbb666ec9ca1f2aa4d4cace06,7,52,801,5,2025-03-21 14:58:29
0c3256090b6cc52703b152c874827cd7,1,57,762,4,2025-03-21 14:58:29
00d363b8c14bb9a6c73febc4c42acf47,1,49,998,2,2025-03-21 14:58:29
817a68e75e8fc94fa28915d8169d67bf,1,0,0,0,2025-03-21 14:58:29
50f39d42ee3c1155a39f330b0b53c735,1,0,0,0,2025-03-21 14:58:29
e306ca54c91b21392317d5b4632c9fe3,1,42,778,1,2025-03-21 14:58:29
b5d80a1b72c94ff284760dabb4fb776b,1,0,0,0,2025-03-21 14:58:29
82758517d6c9cc65c509781f1e14e9f2,1,0,0,0,2025-03-21 14:58:29
444ab88b25c5d6d2310be80ab1d60fad,1,49,682,2,2025-03-21 14:58:29
c4d92c32b2e02363d3f087c7156a523c,1,0,0,0,2025-03-21 14:58:29
ea11e700a343582ad56e4c70e966cb36,1,0,0,0,2025-03-21 14:58:29
aeae6a46f42d7755930f30825f5a4c5b,1,57,814,3,2025-03-21 14:58:29
9820e04e332fc450d6fd975befc1bc28,1,0,0,0,2025-03-21 14:58:29
96cadd6d137bc9726fe1fae279d48631,1,0,0,0,2025-03-21 14:58:29
272e51f7fc982529466144f8b68ec58e,1,42,319,4,2025-03-21 14:58:29
b93f2b23015548acbb6f8ee47a1fafa7,1,49,535,1,2025-03-21 14:58:29
01fd8a430d3bea327b7c71e651391001,1,52,459,1,2025-03-21 14:58:29
3bec03860f3782ef8993056e01b8229a,1,36,156,1,2025-03-21 14:58:29
e275b12a1775bcc17af5524af5ba80b4,1,0,0,0,2025-03-21 14:58:29
3b4db17ce4f2c8731f83b093db7aa0b1,1,56,1376,3,2025-03-21 14:58:29
ad113e2e3b77e66ef6ecfd7386cd13ac,1,0,0,0,2025-03-21 14:58:29
06f89d2b2a8b4994e56366402feacba9,1,58,1811,4,2025-03-21 14:58:29
f495f61bdd34742ab23c7fabab99323a,1,58,951,6,2025-03-21 14:58:29
77d33bd0b4fcc822df9ee16dd7c13a13,1,45,701,3,2025-03-21 14:58:29
ea8062a20ca055f459f3a99eccdec4b5,1,0,0,0,2025-03-21 14:58:29
6d01fb6c593d9afd887262570b656f9e,1,42,2511,4,2025-03-21 14:58:29
a8cb589d0aa5e6308a8fcf133ecca711,1,0,0,0,2025-03-21 14:58:29
5d923ead886c44b86845f69e50520c3e,1,58,284,1,2025-03-21 14:58:29
5455dbe20e64b08413e0f2c451e31ab9,1,0,0,0,2025-03-21 14:58:29
41f1e5a38185a9ae6090a552b712ba43,1,0,0,0,2025-03-21 14:58:29
f9b1795281ce51b1cf39ef6d101ae8ab,1,0,0,0,2025-03-21 14:58:29
6727051471a0fc4a0e7737b57bff2549,1,60,1532,3,2025-03-21 14:58:29
0ab00b4598ff704c2ab1de75c123092d,27,58,855,2,2025-03-21 14:58:29
06ddfdf210c7e0259854ee543215088d,1,0,0,0,2025-03-21 14:58:29
270e70a55f9a0917f86b37cb32afcddd,1,0,0,0,2025-03-21 14:58:29
22321b01eaba7d5cbf0978523f20fa06,1,55,650,2,2025-03-21 14:58:29
e891d4a9622cae3b9fc2ec558bda155b,1,0,0,0,2025-03-21 14:58:29
ab330e1b64fde92d3b4d4d6980a38576,13,18,346,2,2025-03-21 14:58:29
22a8168cf1f1c6347da8d29863b7f75e,1,53,2013,4,2025-03-21 14:58:29
49f17b59ebac14a6497df46ba7c23c5c,1,55,428,3,2025-03-21 14:58:29
e76828e87d341935c7d4e9f26420cda0,1,0,0,0,2025-03-21 14:58:29
ea67eaa58dd8d9cbed64f9ab00b224a6,1,39,1266,4,2025-03-21 14:58:29
83a26c42a5f94b7456425cd0cd20daf8,1,60,1371,2,2025-03-21 14:58:29
e948cf75e6b64307f7f76a49eaa9fc2f,1,0,0,0,2025-03-21 14:58:29
83f86eca5473b6d1c7d566223592908d,1,0,0,0,2025-03-21 14:58:29
a72df9d6b4412dbd03d886846a438a3c,1,39,1255,5,2025-03-21 14:58:29
541bc0bf3c3255ee2d44f3863336095e,1,0,0,0,2025-03-21 14:58:29
1cd17c8beea6f950dcdcb8e514d1fdfb,1,56,829,1,2025-03-21 14:58:29
945657481c47ca039e25c6b061eb9744,1,54,595,1,2025-03-21 14:58:29
beec9bc2305d3372fa3b3133ba3fd644,1,0,0,0,2025-03-21 14:58:29
7285e977b36a2243203636b240772c5e,1,0,0,0,2025-03-21 14:58:29
d00bce745bd975885049ee1b125ce4ea,1,25,687,3,2025-03-21 14:58:29
e5b1f66dbce509c58fa37ff08428f91d,1,60,1511,4,2025-03-21 14:58:29
17823ffd2de8234f0e885a71109613a4,1,0,0,0,2025-03-21 14:58:29
38e28b7814d36bc84b972a75dd7c5ce7,1,63,937,1,2025-03-21 14:58:29
ada1a8827eb941c40a281fc1be034949,1,55,820,2,2025-03-21 14:58:29
c230b471b7e21ff9060e68ee154afd70,1,0,0,0,2025-03-21 14:58:29
dea59da50d67605ee4505aade2fcfee7,1,31,637,1,2025-03-21 14:58:29
fe34503c6bccf918db601aaafd4a975a,1,0,0,0,2025-03-21 14:58:29
9ea3e671b22bfe796818b4fac0d6b974,1,31,688,1,2025-03-21 14:58:29
0c877471e35049402bca235e06cb8063,1,0,0,0,2025-03-21 14:58:29
1574ed2c73e4465c572f68dd77528203,1,0,0,0,2025-03-21 14:58:29
0bbb557651f08b3c732d9836de4d0bc3,1,41,626,1,2025-03-21 14:58:29
5842161e65d7898eb4aab799289a137e,1,55,555,2,2025-03-21 14:58:29
f9a508234fed38c95437c5a16b847774,1,37,1192,2,2025-03-21 14:58:29
1e96e085361f3bf21a06c876982b64f2,1,49,2006,3,2025-03-21 14:58:29
d2eb4e94aeb255a953cbd8b97361a848,1,0,0,0,2025-03-21 14:58:29
cc30e5a54e83c955899121be1223104e,1,39,382,3,2025-03-21 14:58:29
8ef13bdd5d6da4bc50df1aaa486bf922,1,0,0,0,2025-03-21 14:58:29
5a670fea12f6946f0dcb3fbb9728645d,1,0,0,0,2025-03-21 14:58:29
f053dea99f0b1bda091c0441b4104cbe,1,39,458,1,2025-03-21 14:58:29
3904e66405ea8ec8d104534682a38c6d,1,37,300,4,2025-03-21 14:58:29
4ba237d0c64f22e4d22ec19af9cfd1f4,1,0,0,0,2025-03-21 14:58:29
6822a8b4d3a03eb8cc23f296bda7525f,1,43,490,1,2025-03-21 14:58:29
7128387d10541a345331eb7bfb9afbcc,1,31,489,2,2025-03-21 14:58:29
086eff5dac22ac2fe1fed28bba4fa646,1,46,1594,3,2025-03-21 14:58:29
11f683ded5ddeecdad0b81b3124c3395,1,0,0,0,2025-03-21 14:58:29
1583253d78b23f7808214770298e0118,1,27,632,1,2025-03-21 14:58:29
